City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
435,Westport,41.1415,-73.3579,46.22,75,1,1.01,US,2021-12-05 02:07:02,clear sky
436,Mendoza,-32.8908,-68.8272,63.55,73,96,2.57,AR,2021-12-05 02:09:04,overcast clouds
437,Panaba,21.2833,-88.2667,68.13,86,3,7.11,MX,2021-12-05 02:09:05,clear sky
438,Tacuarembo,-31.7333,-55.9833,68.07,73,93,9.8,UY,2021-12-05 02:09:05,overcast clouds
439,Korla,41.7597,86.1469,26.62,57,98,1.34,CN,2021-12-05 02:09:06,overcast clouds
440,Fort Frances,48.5999,-93.4003,15.06,79,1,3.44,CA,2021-12-05 02:09:06,clear sky
441,Oktyabrskiy,54.4815,53.471,30.85,92,100,7.85,RU,2021-12-05 02:09:07,light snow
442,Zalesovo,53.9939,84.7431,14.34,98,100,3.89,RU,2021-12-05 02:09:07,overcast clouds
443,Fergus Falls,46.283,-96.0776,27.16,93,90,7.0,US,2021-12-05 02:09:07,light snow
444,Ellisras,-23.6649,27.7443,71.56,79,100,6.17,ZA,2021-12-05 02:09:08,overcast clouds
445,College,64.8569,-147.8028,-9.09,70,75,0.0,US,2021-12-05 02:09:09,broken clouds
446,Ahipara,-35.1667,173.1667,73.89,68,29,12.19,NZ,2021-12-05 02:09:09,scattered clouds
447,Aripuana,-9.1667,-60.6333,73.33,93,94,2.42,BR,2021-12-05 02:09:09,light rain
448,Camocim,-2.9022,-40.8411,77.43,88,87,9.46,BR,2021-12-05 02:09:10,overcast clouds
449,Novikovo,51.1537,37.8879,26.78,82,69,3.96,RU,2021-12-05 02:10:10,broken clouds
450,Hofn,64.2539,-15.2082,29.57,59,46,8.95,IS,2021-12-05 02:10:11,scattered clouds
451,Berlevag,70.8578,29.0864,16.61,85,70,23.67,NO,2021-12-05 02:10:11,broken clouds
452,Bima,-8.4667,118.7167,78.71,91,100,2.21,ID,2021-12-05 02:10:12,overcast clouds
453,Saint-Francois,46.4154,3.9054,38.48,87,40,5.75,FR,2021-12-05 02:10:12,scattered clouds
454,Phalombe,-15.8064,35.6507,72.1,55,6,3.47,MW,2021-12-05 02:10:12,clear sky
455,Denpasar,-8.65,115.2167,82.06,83,40,11.5,ID,2021-12-05 02:10:00,scattered clouds
456,Namibe,-15.1961,12.1522,69.17,73,37,4.03,AO,2021-12-05 02:10:13,scattered clouds
457,Gizo,-8.103,156.8419,84.27,73,98,4.76,SB,2021-12-05 02:10:13,overcast clouds
458,Turukhansk,65.8167,87.9833,-28.88,100,100,2.24,RU,2021-12-05 02:10:13,overcast clouds
459,Asau,46.4333,26.4,30.96,81,100,4.47,RO,2021-12-05 02:10:14,overcast clouds
460,Erzin,36.9559,36.2,54.12,50,2,9.17,TR,2021-12-05 02:10:14,clear sky
461,El Silencio,10.5,-66.9167,68.85,83,75,4.61,VE,2021-12-05 02:10:15,broken clouds
462,Yarada,17.65,83.2667,75.96,78,100,3.36,IN,2021-12-05 02:10:15,overcast clouds
463,Aswan,24.0934,32.907,65.53,25,0,6.24,EG,2021-12-05 02:10:15,clear sky
464,Nacimiento,-37.5,-72.6667,62.96,43,0,7.83,CL,2021-12-05 02:10:16,clear sky
465,San Jeronimo,-11.9472,-75.2829,52.92,81,100,2.04,PE,2021-12-05 02:10:16,overcast clouds
466,Iskitim,54.6366,83.3045,28.26,94,100,9.64,RU,2021-12-05 02:10:16,overcast clouds
467,Umm Kaddadah,13.6017,26.6876,70.5,25,3,13.09,SD,2021-12-05 02:10:17,clear sky
468,Sarangani,5.4033,125.4636,82.45,72,65,4.0,PH,2021-12-05 02:10:17,broken clouds
469,Caribou,46.8606,-68.012,15.01,78,90,0.0,US,2021-12-05 02:10:18,overcast clouds
470,Geraldton,-28.7667,114.6,88.21,30,0,11.5,AU,2021-12-05 02:10:18,clear sky
471,Chernyakhovsk,54.6335,21.8156,28.45,97,87,3.85,RU,2021-12-05 02:10:18,overcast clouds
472,Ust-Maya,60.4167,134.5333,-7.06,96,98,3.71,RU,2021-12-05 02:10:19,overcast clouds
473,Poyarkovo,49.6,128.6833,16.56,89,15,5.79,RU,2021-12-05 02:10:19,few clouds
474,Ures,29.4333,-110.4,72.84,27,100,3.06,MX,2021-12-05 02:10:20,overcast clouds
475,Cap Malheureux,-19.9842,57.6142,76.46,76,1,1.99,MU,2021-12-05 02:10:20,clear sky
476,Pospelikha,51.95,81.7667,13.12,98,77,3.15,RU,2021-12-05 02:10:20,broken clouds
477,Shumskiy,54.8318,99.1328,22.64,69,97,11.79,RU,2021-12-05 02:10:21,overcast clouds
478,Dori,14.0354,-0.0345,75.07,13,48,8.01,BF,2021-12-05 02:10:21,scattered clouds
479,General Roca,-39.0333,-67.5833,66.61,41,0,14.99,AR,2021-12-05 02:10:22,clear sky
480,Shingu,33.7333,135.9833,52.99,48,0,0.69,JP,2021-12-05 02:10:22,clear sky
481,San Policarpo,12.1791,125.5072,79.43,77,81,18.43,PH,2021-12-05 02:10:22,broken clouds
482,Erenhot,43.6475,111.9767,28.49,44,67,16.06,CN,2021-12-05 02:10:23,broken clouds
483,Balurghat,25.2167,88.7667,70.2,66,41,3.8,IN,2021-12-05 02:10:23,scattered clouds
484,Tevaitoa,-16.7833,-151.5,81.25,64,83,12.95,PF,2021-12-05 02:10:23,broken clouds
485,Leninsk,48.7119,45.1994,37.26,90,100,10.11,RU,2021-12-05 02:10:24,overcast clouds
486,Kathu,7.9178,98.3332,78.62,69,39,18.34,TH,2021-12-05 02:10:24,scattered clouds
487,Binika,21.0333,83.8,67.03,84,100,3.44,IN,2021-12-05 02:10:25,overcast clouds
488,Mehamn,71.0357,27.8492,18.97,84,66,23.24,NO,2021-12-05 02:10:26,broken clouds
489,Necochea,-38.5473,-58.7368,56.03,75,100,6.98,AR,2021-12-05 02:10:26,overcast clouds
490,Athens,37.9795,23.7162,54.18,90,1,1.99,GR,2021-12-05 02:09:01,clear sky
491,Doha,25.2867,51.5333,64.38,72,0,4.61,QA,2021-12-05 02:06:31,clear sky
492,Kilindoni,-7.9139,39.6668,79.63,79,100,12.55,TZ,2021-12-05 02:10:27,moderate rain
493,Privolzhye,52.8649,48.6044,30.88,84,100,5.68,RU,2021-12-05 02:10:27,overcast clouds
494,Sioux Lookout,50.1001,-91.917,-0.62,98,93,4.41,CA,2021-12-05 02:10:27,overcast clouds
495,Saint Anthony,45.0205,-93.218,32.25,64,90,1.01,US,2021-12-05 02:10:28,light snow
496,Rorvik,64.8621,11.2373,24.87,67,8,31.79,NO,2021-12-05 02:10:28,clear sky
497,La Asuncion,11.0333,-63.8628,77.7,87,16,12.41,VE,2021-12-05 02:11:29,few clouds
498,Choix,26.7092,-108.3219,72.45,37,94,2.75,MX,2021-12-05 02:11:29,overcast clouds
499,Suntar,62.1444,117.6319,12.0,80,86,12.17,RU,2021-12-05 02:11:30,overcast clouds
500,Tessalit,20.1986,1.0114,63.79,16,100,8.12,ML,2021-12-05 02:11:30,overcast clouds
501,Stornoway,58.2093,-6.3865,39.16,81,20,9.22,GB,2021-12-05 02:11:31,few clouds
502,Teahupoo,-17.8333,-149.2667,76.96,74,32,13.78,PF,2021-12-05 02:11:31,light rain
503,Caceres,39.522,-6.3748,39.79,97,24,5.66,ES,2021-12-05 02:11:32,few clouds
504,Praia Da Vitoria,38.7333,-27.0667,62.76,90,77,6.35,PT,2021-12-05 02:11:32,broken clouds
505,Isangel,-19.55,169.2667,86.11,94,75,9.22,VU,2021-12-05 02:07:47,broken clouds
506,Merauke,-8.4667,140.3333,88.52,61,94,6.17,ID,2021-12-05 02:11:33,overcast clouds
507,Puerto Madryn,-42.7692,-65.0385,66.58,51,0,24.79,AR,2021-12-05 02:11:34,clear sky
508,Peace River,56.2501,-117.286,-4.68,90,100,8.9,CA,2021-12-05 02:11:34,overcast clouds
509,Mus,39.0,41.75,27.5,87,100,4.63,TR,2021-12-05 02:11:35,overcast clouds
510,Kuminskiy,58.6667,66.5667,33.42,98,100,10.69,RU,2021-12-05 02:11:35,light snow
511,Mount Gambier,-37.8333,140.7667,67.1,37,0,8.79,AU,2021-12-05 02:11:36,clear sky
512,Vilhena,-12.7406,-60.1458,71.64,93,100,1.9,BR,2021-12-05 02:11:36,overcast clouds
513,Iquique,-20.2208,-70.1431,66.24,71,10,2.62,CL,2021-12-05 02:11:37,clear sky
514,Muisne,0.6,-80.0333,75.2,87,71,8.7,EC,2021-12-05 02:11:37,broken clouds
515,Otukpo,7.1913,8.1329,76.8,35,100,0.83,NG,2021-12-05 02:11:38,overcast clouds
516,Zhigalovo,54.8097,105.1578,20.79,85,85,12.57,RU,2021-12-05 02:11:39,overcast clouds
517,Fez,34.0372,-4.9998,41.25,93,0,6.91,MA,2021-12-05 02:11:39,clear sky
518,San Ramon De La Nueva Oran,-23.1322,-64.326,76.42,91,100,1.92,AR,2021-12-05 02:10:34,overcast clouds
519,Voyvozh,62.892,54.9635,1.44,94,100,10.4,RU,2021-12-05 02:11:40,light snow
520,Urumqi,43.801,87.6005,13.15,92,100,4.47,CN,2021-12-05 02:08:02,mist
521,San-Pedro,4.7485,-6.6363,78.6,85,93,3.27,CI,2021-12-05 02:11:41,overcast clouds
522,Kristiinankaupunki,62.2743,21.376,8.94,85,6,10.38,FI,2021-12-05 02:11:41,clear sky
523,Sudak,44.85,34.9667,49.05,93,79,6.42,UA,2021-12-05 02:11:42,broken clouds
524,Mitu,1.1983,-70.1733,71.01,99,92,0.85,CO,2021-12-05 02:11:42,overcast clouds
525,Pangnirtung,66.1451,-65.7125,16.88,95,100,2.15,CA,2021-12-05 02:11:43,light snow
526,Lai,9.3952,16.2989,75.79,32,31,4.0,TD,2021-12-05 02:11:43,scattered clouds
527,Kieta,-6.2167,155.6333,84.2,77,100,3.78,PG,2021-12-05 02:11:44,light rain
528,Huntsville,34.7304,-86.5861,61.56,97,90,3.0,US,2021-12-05 02:09:34,mist
529,Noumea,-22.2763,166.4572,89.58,99,47,10.83,NC,2021-12-05 02:11:45,scattered clouds
530,Luganville,-15.5333,167.1667,84.02,66,55,10.89,VU,2021-12-05 02:11:45,broken clouds
531,Kirkwood,38.5834,-90.4068,43.99,66,20,5.01,US,2021-12-05 02:11:46,few clouds
532,Bouna,9.2667,-3.0,75.47,26,81,5.59,CI,2021-12-05 02:11:46,broken clouds
533,Ermioni,37.3869,23.2442,51.46,81,1,3.58,GR,2021-12-05 02:11:47,clear sky
534,Maldonado,-34.6667,-54.9167,65.59,95,82,4.9,UY,2021-12-05 02:11:47,broken clouds
535,Visnes,59.3556,5.2242,36.21,51,100,13.8,NO,2021-12-05 02:11:48,overcast clouds
536,El Paujil,1.5701,-75.3286,71.51,90,53,1.92,CO,2021-12-05 02:11:48,broken clouds
537,Zaysan,47.4667,84.8667,21.24,89,100,1.03,KZ,2021-12-05 02:11:49,overcast clouds
538,Bria,6.5423,21.9863,71.06,48,9,1.32,CF,2021-12-05 02:11:49,clear sky
539,Kirakira,-10.4544,161.9205,85.93,70,67,2.04,SB,2021-12-05 02:11:50,broken clouds
540,Palmares Do Sul,-30.2578,-50.5097,70.0,79,87,17.54,BR,2021-12-05 02:11:50,overcast clouds
541,Henties Bay,-22.116,14.2845,56.86,89,0,7.96,NA,2021-12-05 02:11:51,clear sky
542,Sindor,62.8629,51.8905,4.66,90,100,11.48,RU,2021-12-05 02:12:51,overcast clouds
543,San Quintin,30.4833,-115.95,58.86,87,78,14.45,MX,2021-12-05 02:12:52,broken clouds
544,Suluq,31.6682,20.2521,63.43,51,78,21.43,LY,2021-12-05 02:12:52,broken clouds
545,Dali,25.7,100.1833,52.97,75,16,2.48,CN,2021-12-05 02:12:52,few clouds
546,Hervey Bay,-25.2986,152.8535,87.04,68,60,16.89,AU,2021-12-05 02:08:03,broken clouds
547,Bebedouro,-20.9494,-48.4792,72.82,70,14,6.76,BR,2021-12-05 02:12:53,few clouds
548,Tautira,-17.7333,-149.15,82.42,74,29,13.2,PF,2021-12-05 02:12:54,scattered clouds
549,Byron Bay,-28.65,153.6167,77.88,85,77,9.89,AU,2021-12-05 02:12:54,broken clouds
550,Athabasca,54.7169,-113.2854,11.01,90,100,10.45,CA,2021-12-05 02:12:55,light snow
551,Baruun-Urt,46.6806,113.2792,24.51,50,10,4.45,MN,2021-12-05 02:12:55,clear sky
552,Elizabeth City,36.2946,-76.2511,53.62,85,1,6.91,US,2021-12-05 02:12:55,clear sky
553,Iguape,-24.7081,-47.5553,69.73,87,62,8.61,BR,2021-12-05 02:12:56,broken clouds
554,Eyl,7.9803,49.8164,73.0,70,100,12.46,SO,2021-12-05 02:12:57,overcast clouds
555,Pochutla,15.7432,-96.4661,79.83,68,0,2.93,MX,2021-12-05 02:12:58,clear sky
556,Rocha,-34.4833,-54.3333,59.18,96,85,4.7,UY,2021-12-05 02:12:58,overcast clouds
557,Ibadan,7.3878,3.8964,72.73,87,100,2.3,NG,2021-12-05 02:12:58,overcast clouds
558,Marsh Harbour,26.5412,-77.0636,76.08,60,100,10.63,BS,2021-12-05 02:12:59,overcast clouds
559,Owando,-0.4819,15.8999,72.52,95,100,2.39,CG,2021-12-05 02:12:59,overcast clouds
560,Concordia,-31.393,-58.0209,71.78,69,33,4.0,AR,2021-12-05 02:13:00,scattered clouds
561,South Venice,27.0531,-82.4243,67.98,86,1,0.0,US,2021-12-05 02:13:00,clear sky
562,Havelock,34.8791,-76.9013,60.75,91,100,4.25,US,2021-12-05 02:13:00,overcast clouds
563,Pozo Colorado,-23.4923,-58.7972,85.68,29,100,6.62,PY,2021-12-05 02:13:01,overcast clouds
564,Brindisi,40.5833,17.6667,47.77,79,15,8.21,IT,2021-12-05 02:13:01,few clouds
565,Victor Harbor,-35.5667,138.6167,74.19,63,100,1.01,AU,2021-12-05 02:13:02,overcast clouds
566,Lata,40.1629,-8.3327,51.82,82,70,7.07,PT,2021-12-05 02:13:03,broken clouds
567,Ambulu,-8.345,113.6058,82.33,71,100,1.52,ID,2021-12-05 02:13:03,overcast clouds
568,Aksum,14.1245,38.7244,50.99,53,0,3.78,ET,2021-12-05 02:13:03,clear sky
569,Mackenzie,55.2999,-123.1698,17.82,93,90,2.3,CA,2021-12-05 02:13:04,overcast clouds
570,Huaiyin,33.5886,119.0192,51.03,49,0,7.0,CN,2021-12-05 02:13:04,clear sky
571,Sakaraha,-22.9,44.5333,72.01,54,0,1.07,MG,2021-12-05 02:13:05,clear sky
572,Onalaska,43.8844,-91.2351,32.92,65,100,1.01,US,2021-12-05 02:13:05,light snow
573,Boca Do Acre,-8.7522,-67.3978,74.46,98,100,2.57,BR,2021-12-05 02:13:06,overcast clouds
574,Ashland,40.8167,-82.2665,36.14,82,58,7.65,US,2021-12-05 02:12:25,broken clouds
575,Chernyshevsk,52.5243,117.0174,9.73,90,31,1.34,RU,2021-12-05 02:13:06,scattered clouds
576,Viesca,25.35,-102.8,71.96,34,66,3.74,MX,2021-12-05 02:13:07,broken clouds
577,Salinopolis,-0.6136,-47.3561,78.71,87,41,9.64,BR,2021-12-05 02:13:07,scattered clouds
578,Preobrazheniye,42.9019,133.9064,30.52,33,0,8.79,RU,2021-12-05 02:13:07,clear sky
579,Shubarkuduk,49.1447,56.4872,29.05,69,10,7.63,KZ,2021-12-05 02:13:08,clear sky
580,Lima,-12.0432,-77.0282,68.9,78,40,16.11,PE,2021-12-05 02:13:08,scattered clouds
581,Quartucciu,39.2519,9.1794,55.0,74,40,5.99,IT,2021-12-05 02:13:09,scattered clouds
582,Kloulklubed,7.0419,134.2556,83.48,73,100,4.56,PW,2021-12-05 02:13:09,overcast clouds
583,Salalah,17.0151,54.0924,73.49,38,0,11.5,OM,2021-12-05 02:13:09,clear sky
584,Fukue,32.6881,128.8419,55.67,57,85,4.05,JP,2021-12-05 02:13:10,overcast clouds
585,Slave Lake,55.2834,-114.769,1.38,71,90,11.5,CA,2021-12-05 02:10:26,light snow
586,Talcahuano,-36.7167,-73.1167,60.48,72,0,8.05,CL,2021-12-05 02:14:12,clear sky
587,Raudeberg,61.9875,5.1352,36.27,94,100,1.01,NO,2021-12-05 02:14:13,light snow
588,Acapulco,16.8634,-99.8901,80.42,78,1,4.61,MX,2021-12-05 02:10:17,clear sky
589,Illapel,-31.6308,-71.1653,71.33,46,0,1.52,CL,2021-12-05 02:14:16,clear sky
590,Nimaj,26.1497,74.0,64.8,61,12,7.07,IN,2021-12-05 02:14:16,few clouds
591,Santa Cruz Del Sur,20.7147,-77.9956,74.07,77,90,12.97,CU,2021-12-05 02:14:17,overcast clouds
592,Coquimbo,-29.9533,-71.3436,58.73,88,20,5.75,CL,2021-12-05 02:12:30,few clouds
593,Yaan,7.3833,8.5667,78.28,32,100,2.15,NG,2021-12-05 02:14:17,overcast clouds
594,Galle,6.0367,80.217,79.12,84,82,3.98,LK,2021-12-05 02:10:23,broken clouds
595,Cuautepec,16.7,-99.0,75.24,76,0,2.98,MX,2021-12-05 02:14:18,clear sky
596,Deurne,51.2085,4.4719,41.09,89,90,7.0,BE,2021-12-05 02:12:31,overcast clouds
597,Gazanjyk,39.2446,55.5154,40.77,79,0,10.27,TM,2021-12-05 02:14:19,clear sky
598,Ewa Beach,21.3156,-158.0072,73.35,68,90,10.0,US,2021-12-05 02:14:19,light rain
599,Hobyo,5.3505,48.5268,77.92,76,57,17.43,SO,2021-12-05 02:14:20,broken clouds
600,Zhashkiv,49.2454,30.1102,28.08,84,100,6.55,UA,2021-12-05 02:14:21,overcast clouds
601,Saint Cloud,45.5608,-94.1625,30.49,74,90,3.0,US,2021-12-05 02:12:00,overcast clouds
602,Eunice,30.4944,-92.4176,68.0,84,0,6.87,US,2021-12-05 02:14:22,clear sky
603,Kalamare,-22.9337,26.5703,68.92,80,100,5.55,BW,2021-12-05 02:14:23,moderate rain
604,Srandakan,-7.9386,110.2506,68.74,75,100,3.58,ID,2021-12-05 02:14:23,overcast clouds
605,Lulea,65.5842,22.1547,3.27,85,90,6.91,SE,2021-12-05 02:14:24,overcast clouds
606,Kaffrine,14.1059,-15.5508,78.55,18,100,3.67,SN,2021-12-05 02:14:24,overcast clouds
607,Husavik,66.0449,-17.3389,13.91,79,47,15.52,IS,2021-12-05 02:14:25,scattered clouds
608,Tateyama,34.9833,139.8667,54.1,55,25,9.8,JP,2021-12-05 02:14:25,scattered clouds
609,Shache,38.4167,77.2406,24.33,42,0,1.83,CN,2021-12-05 02:14:25,clear sky
610,Narrabri,-30.3167,149.7833,82.53,49,78,3.0,AU,2021-12-05 02:14:26,broken clouds
611,Seoul,37.5683,126.9778,39.61,30,0,1.79,KR,2021-12-05 02:12:18,clear sky
612,Cheremukhovo,60.3484,59.9851,0.09,96,100,6.35,RU,2021-12-05 02:14:27,overcast clouds
613,Acarau,-2.8856,-40.12,79.21,85,63,11.07,BR,2021-12-05 02:14:27,broken clouds
614,Wasilla,61.5814,-149.4394,12.94,76,1,0.0,US,2021-12-05 02:09:39,clear sky
615,Colesberg,-30.72,25.0972,60.21,87,100,13.04,ZA,2021-12-05 02:14:27,light rain
616,Benalla,-36.55,145.9833,75.97,52,100,9.53,AU,2021-12-05 02:14:28,overcast clouds
617,Pecos,31.4229,-103.4932,62.31,35,1,0.0,US,2021-12-05 02:14:28,clear sky
618,Samarai,-10.6167,150.6667,84.34,71,97,6.2,PG,2021-12-05 02:14:29,overcast clouds
619,Hegang,47.4,130.3667,13.57,78,4,5.68,CN,2021-12-05 02:14:29,clear sky
620,Filingue,14.3521,3.3168,73.47,14,1,8.23,NE,2021-12-05 02:14:30,clear sky
621,Teguldet,57.3064,88.1667,20.7,91,100,9.91,RU,2021-12-05 02:14:30,overcast clouds
622,Malangali,-8.5667,34.85,63.63,83,68,7.72,TZ,2021-12-05 02:14:30,broken clouds
623,Kalmunai,7.4167,81.8167,78.57,83,2,4.09,LK,2021-12-05 02:14:31,clear sky
624,General Pico,-35.6566,-63.7568,55.15,97,49,5.39,AR,2021-12-05 02:14:32,scattered clouds
625,San Juan,-31.5375,-68.5364,67.32,60,98,7.16,AR,2021-12-05 02:14:32,overcast clouds
626,Marystown,47.1666,-55.1483,31.86,100,100,5.01,CA,2021-12-05 02:14:33,overcast clouds
627,Port Macquarie,-31.4333,152.9167,71.56,79,100,13.15,AU,2021-12-05 02:14:02,overcast clouds
628,The Valley,18.217,-63.0578,80.1,75,4,18.99,AI,2021-12-05 02:14:34,clear sky
629,Ulaanbaatar,47.9077,106.8832,1.53,78,50,0.0,MN,2021-12-05 02:14:34,scattered clouds
630,Huangchuan,32.1272,115.0394,53.53,26,83,1.59,CN,2021-12-05 02:14:34,broken clouds
631,Lisakovsk,52.5369,62.4936,27.9,89,100,12.71,KZ,2021-12-05 02:14:35,overcast clouds
632,Ixtapa,20.7,-105.2,79.83,83,40,0.0,MX,2021-12-05 02:14:36,scattered clouds
633,Imeni Poliny Osipenko,52.4201,136.4853,0.72,86,86,13.65,RU,2021-12-05 02:15:36,overcast clouds
634,Moissala,8.3404,17.7663,76.32,33,90,4.41,TD,2021-12-05 02:15:37,overcast clouds
635,Fonte Boa,-2.4959,-66.2662,74.19,98,97,2.15,BR,2021-12-05 02:15:38,overcast clouds
636,Tarko-Sale,64.9225,77.785,-24.43,100,93,4.68,RU,2021-12-05 02:15:38,overcast clouds
637,Biltine,14.5333,20.9167,72.46,18,0,8.28,TD,2021-12-05 02:15:39,clear sky
638,Mantes-La-Jolie,49.0,1.6667,40.46,88,100,10.02,FR,2021-12-05 02:15:39,overcast clouds
639,Lamu,-2.2717,40.902,80.82,80,5,9.57,KE,2021-12-05 02:15:00,clear sky
640,Broome,42.2506,-75.833,36.86,64,40,5.01,US,2021-12-05 02:15:40,scattered clouds
641,Alice Springs,-23.7,133.8833,85.55,20,1,17.27,AU,2021-12-05 02:15:40,clear sky
642,Labuhan,-6.8844,112.2051,82.72,73,99,9.15,ID,2021-12-05 02:15:41,overcast clouds
643,Laurel,39.0993,-76.8483,50.7,63,40,1.01,US,2021-12-05 02:15:41,scattered clouds
644,Chapais,49.7834,-74.8492,-7.82,97,100,2.04,CA,2021-12-05 02:15:41,overcast clouds
645,Flin Flon,54.7682,-101.865,-2.18,94,100,5.12,CA,2021-12-05 02:15:42,overcast clouds
646,Ko Samui,9.5357,99.9357,84.11,58,20,12.66,TH,2021-12-05 02:15:17,few clouds
647,Badou,7.5833,0.6,74.03,58,94,1.95,TG,2021-12-05 02:15:43,overcast clouds
648,Lac Du Bonnet,50.2536,-96.0612,17.58,93,100,6.4,CA,2021-12-05 02:15:43,overcast clouds
649,Agogo,6.8,-1.0819,70.41,96,90,3.27,GH,2021-12-05 02:15:44,overcast clouds
650,Labuan,5.2767,115.2417,84.36,83,20,5.75,MY,2021-12-05 02:15:44,few clouds
651,Nigel,-26.4314,28.4771,59.38,85,100,10.76,ZA,2021-12-05 02:15:45,overcast clouds
652,Lagoa,39.05,-27.9833,63.25,80,16,10.71,PT,2021-12-05 02:15:45,few clouds
653,Hailar,49.2,119.7,18.46,86,99,10.65,CN,2021-12-05 02:15:46,overcast clouds
654,Armacao De Pera,37.1026,-8.357,53.51,82,0,10.87,PT,2021-12-05 02:15:46,clear sky
655,Havoysund,70.9963,24.6622,18.48,91,99,14.74,NO,2021-12-05 02:15:46,light snow
